source,target,source_location,target_location,source_coordinates,target_coordinates,Con,Date,Year,From_Node_Full_Name,PP,agt_description,AgtId
Libyan peace process_location_13,Libyan peace process_location_4,"Türkiye, Türkiye","الأردن, الأردن",POINT (34.9249653 38.9597594),POINT (36.941628 31.1667049),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_13,Libyan peace process_location_5,"Türkiye, Türkiye","مصر, مصر",POINT (34.9249653 38.9597594),POINT (29.2675469 26.2540493),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_13,Libyan peace process_location_9,"Türkiye, Türkiye","Algérie, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر",POINT (34.9249653 38.9597594),POINT (2.9999825 28.0000272),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_13,Libyan peace process_location_10,"Türkiye, Türkiye","جامعة الدول العربية, مطروح, مصر",POINT (34.9249653 38.9597594),POINT (29.309454311030105 30.864637000000002),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_20,Libyan peace process_location_4,"African Union, Soomaaliya الصومال","الأردن, الأردن",POINT (42.5678934446982 -0.31206275),POINT (36.941628 31.1667049),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_20,Libyan peace process_location_5,"African Union, Soomaaliya الصومال","مصر, مصر",POINT (42.5678934446982 -0.31206275),POINT (29.2675469 26.2540493),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_20,Libyan peace process_location_9,"African Union, Soomaaliya الصومال","Algérie, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر",POINT (42.5678934446982 -0.31206275),POINT (2.9999825 28.0000272),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_20,Libyan peace process_location_10,"African Union, Soomaaliya الصومال","جامعة الدول العربية, مطروح, مصر",POINT (42.5678934446982 -0.31206275),POINT (29.309454311030105 30.864637000000002),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_4,Libyan peace process_location_5,"الأردن, الأردن","مصر, مصر",POINT (36.941628 31.1667049),POINT (29.2675469 26.2540493),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_4,Libyan peace process_location_9,"الأردن, الأردن","Algérie, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر",POINT (36.941628 31.1667049),POINT (2.9999825 28.0000272),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_4,Libyan peace process_location_10,"الأردن, الأردن","جامعة الدول العربية, مطروح, مصر",POINT (36.941628 31.1667049),POINT (29.309454311030105 30.864637000000002),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_5,Libyan peace process_location_9,"مصر, مصر","Algérie, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر",POINT (29.2675469 26.2540493),POINT (2.9999825 28.0000272),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
